
CREATED_ON,MODIFIED_ON,PRIVILEGE,GRANTED_ON,NAME,TABLE_CATALOG,TABLE_SCHEMA,GRANTED_TO,GRANTEE_NAME,GRANT_OPTION,GRANTED_BY,DELETED_ON,GRANTED_BY_ROLE_TYPE
2022-06-16T11:06:37.975-04:00,2022-06-16T11:06:37.977-04:00,SELECT,TABLE,EMP_STATUS_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINBI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:37.974-04:00,2022-06-16T11:06:37.974-04:00,SELECT,TABLE,EMP_STATUS_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODUSERDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:37.967-04:00,2022-06-16T11:06:37.967-04:00,INSERT,TABLE,EMP_STATUS_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:37.969-04:00,2022-06-16T11:06:37.971-04:00,REBUILD,TABLE,EMP_STATUS_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:37.968-04:00,2022-06-16T11:06:37.968-04:00,REFERENCES,TABLE,EMP_STATUS_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:37.979-04:00,2022-06-16T11:06:37.98-04:00,UPDATE,TABLE,EMP_STATUS_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:37.979-04:00,2022-06-16T11:06:37.979-04:00,TRUNCATE,TABLE,EMP_STATUS_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:37.972-04:00,2022-06-16T11:06:37.974-04:00,SELECT,TABLE,EMP_STATUS_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,DATADIRECTOR,FALSE,PRODADMINDI,,ROLE
2022-12-05T11:31:14.644-05:00,2022-12-05T11:31:14.644-05:00,SELECT,TABLE,EMP_STATUS_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,SNDBX_USER,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:05:54.93-04:00,2022-06-16T11:05:54.93-04:00,SELECT,TABLE,EMP_COMPANY_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODUSERBI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:05:54.922-04:00,2022-06-16T11:05:54.924-04:00,DELETE,TABLE,EMP_COMPANY_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:05:54.928-04:00,2022-06-16T11:05:54.929-04:00,SELECT,TABLE,EMP_COMPANY_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINBI,FALSE,PRODADMINDI,,ROLE
2022-12-05T11:31:14.529-05:00,2022-12-05T11:31:14.529-05:00,SELECT,TABLE,EMP_COMPANY_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,SNDBX_USER,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:05:54.925-04:00,2022-06-16T11:05:54.925-04:00,INSERT,TABLE,EMP_COMPANY_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:05:54.928-04:00,2022-06-16T11:05:54.928-04:00,SELECT,TABLE,EMP_COMPANY_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:05:54.927-04:00,2022-06-16T11:05:54.928-04:00,SELECT,TABLE,EMP_COMPANY_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODUSERDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:05:54.925-04:00,2022-06-16T11:05:54.927-04:00,REBUILD,TABLE,EMP_COMPANY_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:05:54.927-04:00,2022-06-16T11:05:54.927-04:00,SELECT,TABLE,EMP_COMPANY_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,DATADIRECTOR,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:05:54.93-04:00,2022-06-16T11:05:54.931-04:00,UPDATE,TABLE,EMP_COMPANY_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:05:54.898-04:00,2022-06-16T11:05:54.899-04:00,OWNERSHIP,TABLE,EMP_COMPANY_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,TRUE,PRODADMINDI,,ROLE
2022-06-16T11:05:54.925-04:00,2022-06-16T11:05:54.925-04:00,REFERENCES,TABLE,EMP_COMPANY_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:05:54.93-04:00,2022-06-16T11:05:54.93-04:00,TRUNCATE,TABLE,EMP_COMPANY_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:09.573-04:00,2022-06-16T11:06:09.574-04:00,SELECT,TABLE,EMP_DIVISION_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,DATADIRECTOR,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:09.562-04:00,2022-06-16T11:06:09.567-04:00,DELETE,TABLE,EMP_DIVISION_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:09.595-04:00,2022-06-16T11:06:09.596-04:00,UPDATE,TABLE,EMP_DIVISION_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:09.527-04:00,2022-06-16T11:06:09.528-04:00,OWNERSHIP,TABLE,EMP_DIVISION_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,TRUE,PRODADMINDI,,ROLE
2022-12-05T11:31:14.587-05:00,2022-12-05T11:31:14.587-05:00,SELECT,TABLE,EMP_DIVISION_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,SNDBX_USER,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:09.569-04:00,2022-06-16T11:06:09.57-04:00,INSERT,TABLE,EMP_DIVISION_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:09.574-04:00,2022-06-16T11:06:09.575-04:00,SELECT,TABLE,EMP_DIVISION_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODUSERDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:09.57-04:00,2022-06-16T11:06:09.571-04:00,REFERENCES,TABLE,EMP_DIVISION_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:09.582-04:00,2022-06-16T11:06:09.592-04:00,SELECT,TABLE,EMP_DIVISION_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINBI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:09.592-04:00,2022-06-16T11:06:09.593-04:00,SELECT,TABLE,EMP_DIVISION_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODUSERBI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:09.594-04:00,2022-06-16T11:06:09.595-04:00,TRUNCATE,TABLE,EMP_DIVISION_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:09.572-04:00,2022-06-16T11:06:09.573-04:00,REBUILD,TABLE,EMP_DIVISION_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:09.576-04:00,2022-06-16T11:06:09.577-04:00,SELECT,TABLE,EMP_DIVISION_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:33.879-04:00,2022-06-16T11:06:33.88-04:00,SELECT,TABLE,EMP_CLASS_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:33.876-04:00,2022-06-16T11:06:33.878-04:00,SELECT,TABLE,EMP_CLASS_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODUSERDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:33.857-04:00,2022-06-16T11:06:33.861-04:00,DELETE,TABLE,EMP_CLASS_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:33.863-04:00,2022-06-16T11:06:33.864-04:00,INSERT,TABLE,EMP_CLASS_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:33.869-04:00,2022-06-16T11:06:33.875-04:00,SELECT,TABLE,EMP_CLASS_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,DATADIRECTOR,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:33.886-04:00,2022-06-16T11:06:33.886-04:00,TRUNCATE,TABLE,EMP_CLASS_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:33.886-04:00,2022-06-16T11:06:33.888-04:00,UPDATE,TABLE,EMP_CLASS_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:33.88-04:00,2022-06-16T11:06:33.881-04:00,SELECT,TABLE,EMP_CLASS_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINBI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:33.866-04:00,2022-06-16T11:06:33.867-04:00,REFERENCES,TABLE,EMP_CLASS_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:33.883-04:00,2022-06-16T11:06:33.884-04:00,SELECT,TABLE,EMP_CLASS_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODUSERBI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:33.868-04:00,2022-06-16T11:06:33.869-04:00,REBUILD,TABLE,EMP_CLASS_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-12-05T11:31:14.513-05:00,2022-12-05T11:31:14.513-05:00,SELECT,TABLE,EMP_CLASS_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,SNDBX_USER,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:33.821-04:00,2022-06-16T11:06:33.825-04:00,OWNERSHIP,TABLE,EMP_CLASS_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,TRUE,PRODADMINDI,,ROLE
2022-06-16T11:06:22.534-04:00,2022-06-16T11:06:22.534-04:00,REFERENCES,TABLE,EMP_EVENT_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:22.533-04:00,2022-06-16T11:06:22.533-04:00,INSERT,TABLE,EMP_EVENT_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-12-05T11:31:14.605-05:00,2022-12-05T11:31:14.605-05:00,SELECT,TABLE,EMP_EVENT_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,SNDBX_USER,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:22.503-04:00,2022-06-16T11:06:22.503-04:00,OWNERSHIP,TABLE,EMP_EVENT_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,TRUE,PRODADMINDI,,ROLE
2022-06-16T11:06:22.535-04:00,2022-06-16T11:06:22.536-04:00,SELECT,TABLE,EMP_EVENT_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,DATADIRECTOR,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:22.529-04:00,2022-06-16T11:06:22.533-04:00,DELETE,TABLE,EMP_EVENT_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:22.54-04:00,2022-06-16T11:06:22.54-04:00,TRUNCATE,TABLE,EMP_EVENT_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:22.537-04:00,2022-06-16T11:06:22.538-04:00,SELECT,TABLE,EMP_EVENT_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:22.54-04:00,2022-06-16T11:06:22.54-04:00,SELECT,TABLE,EMP_EVENT_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODUSERBI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:22.534-04:00,2022-06-16T11:06:22.535-04:00,REBUILD,TABLE,EMP_EVENT_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:22.54-04:00,2022-06-16T11:06:22.541-04:00,UPDATE,TABLE,EMP_EVENT_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:22.538-04:00,2022-06-16T11:06:22.539-04:00,SELECT,TABLE,EMP_EVENT_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINBI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:22.536-04:00,2022-06-16T11:06:22.537-04:00,SELECT,TABLE,EMP_EVENT_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODUSERDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:05.096-04:00,2022-06-16T11:06:05.096-04:00,SELECT,TABLE,EMP_DEPARTMENT_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:05.075-04:00,2022-06-16T11:06:05.08-04:00,DELETE,TABLE,EMP_DEPARTMENT_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:05.095-04:00,2022-06-16T11:06:05.095-04:00,SELECT,TABLE,EMP_DEPARTMENT_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,DATADIRECTOR,FALSE,PRODADMINDI,,ROLE
2022-12-05T11:31:14.573-05:00,2022-12-05T11:31:14.573-05:00,SELECT,TABLE,EMP_DEPARTMENT_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,SNDBX_USER,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:05.096-04:00,2022-06-16T11:06:05.097-04:00,SELECT,TABLE,EMP_DEPARTMENT_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINBI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:05.044-04:00,2022-06-16T11:06:05.045-04:00,OWNERSHIP,TABLE,EMP_DEPARTMENT_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,TRUE,PRODADMINDI,,ROLE
2022-06-16T11:06:05.095-04:00,2022-06-16T11:06:05.096-04:00,SELECT,TABLE,EMP_DEPARTMENT_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODUSERDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:05.094-04:00,2022-06-16T11:06:05.094-04:00,REBUILD,TABLE,EMP_DEPARTMENT_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:05.098-04:00,2022-06-16T11:06:05.099-04:00,UPDATE,TABLE,EMP_DEPARTMENT_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:05.082-04:00,2022-06-16T11:06:05.082-04:00,INSERT,TABLE,EMP_DEPARTMENT_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:05.098-04:00,2022-06-16T11:06:05.098-04:00,TRUNCATE,TABLE,EMP_DEPARTMENT_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:05.083-04:00,2022-06-16T11:06:05.093-04:00,REFERENCES,TABLE,EMP_DEPARTMENT_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:05.097-04:00,2022-06-16T11:06:05.098-04:00,SELECT,TABLE,EMP_DEPARTMENT_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODUSERBI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:14.081-04:00,2022-06-16T11:06:14.082-04:00,OWNERSHIP,TABLE,EMP_LOCATION_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,TRUE,PRODADMINDI,,ROLE
2022-06-16T11:06:14.124-04:00,2022-06-16T11:06:14.125-04:00,SELECT,TABLE,EMP_LOCATION_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINBI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:14.115-04:00,2022-06-16T11:06:14.116-04:00,SELECT,TABLE,EMP_LOCATION_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,DATADIRECTOR,FALSE,PRODADMINDI,,ROLE
2022-12-05T11:31:14.624-05:00,2022-12-05T11:31:14.624-05:00,SELECT,TABLE,EMP_LOCATION_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,SNDBX_USER,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:14.112-04:00,2022-06-16T11:06:14.114-04:00,REFERENCES,TABLE,EMP_LOCATION_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:14.112-04:00,2022-06-16T11:06:14.112-04:00,INSERT,TABLE,EMP_LOCATION_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:14.123-04:00,2022-06-16T11:06:14.123-04:00,SELECT,TABLE,EMP_LOCATION_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:14.127-04:00,2022-06-16T11:06:14.128-04:00,UPDATE,TABLE,EMP_LOCATION_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:14.114-04:00,2022-06-16T11:06:14.115-04:00,REBUILD,TABLE,EMP_LOCATION_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:14.105-04:00,2022-06-16T11:06:14.11-04:00,DELETE,TABLE,EMP_LOCATION_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:14.125-04:00,2022-06-16T11:06:14.125-04:00,SELECT,TABLE,EMP_LOCATION_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODUSERBI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:14.116-04:00,2022-06-16T11:06:14.123-04:00,SELECT,TABLE,EMP_LOCATION_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODUSERDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:14.126-04:00,2022-06-16T11:06:14.127-04:00,TRUNCATE,TABLE,EMP_LOCATION_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:05:59.906-04:00,2022-06-16T11:05:59.906-04:00,SELECT,TABLE,EMP_COST_CENTER_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,DATADIRECTOR,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:05:59.908-04:00,2022-06-16T11:05:59.908-04:00,SELECT,TABLE,EMP_COST_CENTER_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODUSERBI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:05:59.908-04:00,2022-06-16T11:05:59.908-04:00,TRUNCATE,TABLE,EMP_COST_CENTER_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-12-05T11:31:14.549-05:00,2022-12-05T11:31:14.549-05:00,SELECT,TABLE,EMP_COST_CENTER_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,SNDBX_USER,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:05:59.908-04:00,2022-06-16T11:05:59.909-04:00,UPDATE,TABLE,EMP_COST_CENTER_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:05:59.884-04:00,2022-06-16T11:05:59.885-04:00,OWNERSHIP,TABLE,EMP_COST_CENTER_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,TRUE,PRODADMINDI,,ROLE
2022-06-16T11:05:59.906-04:00,2022-06-16T11:05:59.906-04:00,REBUILD,TABLE,EMP_COST_CENTER_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:05:59.907-04:00,2022-06-16T11:05:59.907-04:00,SELECT,TABLE,EMP_COST_CENTER_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINBI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:05:59.906-04:00,2022-06-16T11:05:59.907-04:00,SELECT,TABLE,EMP_COST_CENTER_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODUSERDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:05:59.905-04:00,2022-06-16T11:05:59.905-04:00,INSERT,TABLE,EMP_COST_CENTER_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:05:59.906-04:00,2022-06-16T11:05:59.906-04:00,REFERENCES,TABLE,EMP_COST_CENTER_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:05:59.907-04:00,2022-06-16T11:05:59.907-04:00,SELECT,TABLE,EMP_COST_CENTER_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:05:59.901-04:00,2022-06-16T11:05:59.905-04:00,DELETE,TABLE,EMP_COST_CENTER_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:18.073-04:00,2022-06-16T11:06:18.075-04:00,SELECT,TABLE,EMP_BUSINESS_UNIT_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,DATADIRECTOR,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:18.072-04:00,2022-06-16T11:06:18.073-04:00,REBUILD,TABLE,EMP_BUSINESS_UNIT_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:18.063-04:00,2022-06-16T11:06:18.067-04:00,DELETE,TABLE,EMP_BUSINESS_UNIT_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-12-05T11:31:14.494-05:00,2022-12-05T11:31:14.494-05:00,SELECT,TABLE,EMP_BUSINESS_UNIT_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,SNDBX_USER,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:18.068-04:00,2022-06-16T11:06:18.069-04:00,INSERT,TABLE,EMP_BUSINESS_UNIT_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:18.076-04:00,2022-06-16T11:06:18.077-04:00,SELECT,TABLE,EMP_BUSINESS_UNIT_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:18.079-04:00,2022-06-16T11:06:18.08-04:00,UPDATE,TABLE,EMP_BUSINESS_UNIT_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:18.045-04:00,2022-06-16T11:06:18.045-04:00,OWNERSHIP,TABLE,EMP_BUSINESS_UNIT_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,TRUE,PRODADMINDI,,ROLE
2022-06-16T11:06:18.078-04:00,2022-06-16T11:06:18.079-04:00,SELECT,TABLE,EMP_BUSINESS_UNIT_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODUSERBI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:18.069-04:00,2022-06-16T11:06:18.071-04:00,REFERENCES,TABLE,EMP_BUSINESS_UNIT_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:18.075-04:00,2022-06-16T11:06:18.076-04:00,SELECT,TABLE,EMP_BUSINESS_UNIT_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODUSERDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:18.077-04:00,2022-06-16T11:06:18.078-04:00,SELECT,TABLE,EMP_BUSINESS_UNIT_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINBI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:18.079-04:00,2022-06-16T11:06:18.079-04:00,TRUNCATE,TABLE,EMP_BUSINESS_UNIT_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:28.142-04:00,2022-06-16T11:06:28.143-04:00,OWNERSHIP,TABLE,EMPLOYMENT_TYPE_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,TRUE,PRODADMINDI,,ROLE
2022-06-16T11:06:28.18-04:00,2022-06-16T11:06:28.182-04:00,INSERT,TABLE,EMPLOYMENT_TYPE_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
2022-06-16T11:06:28.187-04:00,2022-06-16T11:06:28.187-04:00,UPDATE,TABLE,EMPLOYMENT_TYPE_LKP,CORPITDATAPROD,EDW_INT_TB,ROLE,PRODADMINDI,FALSE,PRODADMINDI,,ROLE
